Provider_id	Region_id	Description	Measure_id	Denominator	Numerator			
FDC623B2-E1B6-49F8-AF6E-02DDC3029CC8	3	Hatt MD, Edward A	Lipid LT 100	202	84			
FDC623B2-E1B6-49F8-AF6E-02DDC3029CC8	3	Hatt MD, Edward A	FD13C439-E2CC-4D4E-B5B2-67E8A976BB95	41	41			
FDC623B2-E1B6-49F8-AF6E-02DDC3029CC8	3	Hatt MD, Edward A	9B6F3897-53F0-40EE-BFBC-6DD4162618F8	308	159			
FDC623B2-E1B6-49F8-AF6E-02DDC3029CC8	3	Hatt MD, Edward A	086B0985-E4AD-43C1-9C22-88CFBE261E3F	42	4			
FDC623B2-E1B6-49F8-AF6E-02DDC3029CC8	3	Hatt MD, Edward A	61173E6E-083D-4F59-8097-921C8AD4A8F0	170	166			
FDC623B2-E1B6-49F8-AF6E-02DDC3029CC8	3	Hatt MD, Edward A	D03562F7-FF8A-405C-BCA9-94DEC092F33E	42	39			
FDC623B2-E1B6-49F8-AF6E-02DDC3029CC8	3	Hatt MD, Edward A	849E7DDB-8DDB-4175-982D-974EFAFB808F	414	32			
FDC623B2-E1B6-49F8-AF6E-02DDC3029CC8	3	Hatt MD, Edward A	IVD Antithrombotic Neuro	0	0			
FDC623B2-E1B6-49F8-AF6E-02DDC3029CC8	3	Hatt MD, Edward A	DDF1489B-C3F6-46C3-A403-B5F7D0C9E379	42	29			
FDC623B2-E1B6-49F8-AF6E-02DDC3029CC8	3	Hatt MD, Edward A	ED87A3EC-8929-4397-B1AB-B6E3460F63E7	212	164			
FDC623B2-E1B6-49F8-AF6E-02DDC3029CC8	3	Hatt MD, Edward A	6F3C49DB-F20A-40AE-846E-B79DE7343243	0	0			
FDC623B2-E1B6-49F8-AF6E-02DDC3029CC8	3	Hatt MD, Edward A	D06F1D7A-1E8A-4DAD-8ED0-B95ACFB2F2D4	41	35			
FDC623B2-E1B6-49F8-AF6E-02DDC3029CC8	3	Hatt MD, Edward A	11E825E0-F8A8-4BEB-8C9A-BD8F4EB33814	0	0			
FDC623B2-E1B6-49F8-AF6E-02DDC3029CC8	3	Hatt MD, Edward A	LDL Control	48	34			
FDC623B2-E1B6-49F8-AF6E-02DDC3029CC8	3	Hatt MD, Edward A	5A58F529-B673-4BC7-B686-CB9B3B755778	108	96			
FDC623B2-E1B6-49F8-AF6E-02DDC3029CC8	3	Hatt MD, Edward A	BD246D76-724D-4CB8-BC0A-D2AD73EB2801	148	56			
FDC623B2-E1B6-49F8-AF6E-02DDC3029CC8	3	Hatt MD, Edward A	HIV/AIDS	0	0			
FDC623B2-E1B6-49F8-AF6E-02DDC3029CC8	3	Hatt MD, Edward A	F1670A16-6D8A-4B33-9EC7-E62382F5031B	0	0			
FDC623B2-E1B6-49F8-AF6E-02DDC3029CC8	3	Hatt MD, Edward A	2F3C6ED6-D3DB-498F-B881-ED9A3A66E476	20	0			
FDC623B2-E1B6-49F8-AF6E-02DDC3029CC8	3	Hatt MD, Edward A	BD709062-B9D6-406F-BCED-FD892B81ED6E	96	2			
FDC623B2-E1B6-49F8-AF6E-02DDC3029CC8	3	Hatt MD, Edward A	Chlamydia Screening	0	0			
8838AF1F-066C-4D08-95D5-8E425D0FF944	3	Haveman MD, Joanna	9B6F3897-53F0-40EE-BFBC-6DD4162618F8	0	0			
48676A66-6472-4129-9BD0-A52E74CFB04C	3	Hazle MD, Gregory L	9B6F3897-53F0-40EE-BFBC-6DD4162618F8	781	707			
6F8562DD-23E9-4B01-B58B-9CB7630565C8	3	Hedeman DO, Jessica	9B6F3897-53F0-40EE-BFBC-6DD4162618F8	6	0			
FD80C3A5-101E-4925-99AB-E3C96A879CA2	3	Heeres MD, D Andrea	CAD Antiplatelet	6	4			
FD80C3A5-101E-4925-99AB-E3C96A879CA2	3	Heeres MD, D Andrea	CAD Lipid Lowering Drugs	4	2			
FD80C3A5-101E-4925-99AB-E3C96A879CA2	3	Heeres MD, D Andrea	Lipid Testing	84	83			
FD80C3A5-101E-4925-99AB-E3C96A879CA2	3	Heeres MD, D Andrea	Pneumonia Vaccination	14	11			
FD80C3A5-101E-4925-99AB-E3C96A879CA2	3	Heeres MD, D Andrea	Depression	352	333			
FD80C3A5-101E-4925-99AB-E3C96A879CA2	3	Heeres MD, D Andrea	92877B4E-A96E-45A4-8734-53D5A6100069	0	0			
FD80C3A5-101E-4925-99AB-E3C96A879CA2	3	Heeres MD, D Andrea	B28AF571-9833-474D-8F35-5BC557C89BEE	8	7			
FD80C3A5-101E-4925-99AB-E3C96A879CA2	3	Heeres MD, D Andrea	Lipid LT 100	339	149			
FD80C3A5-101E-4925-99AB-E3C96A879CA2	3	Heeres MD, D Andrea	FD13C439-E2CC-4D4E-B5B2-67E8A976BB95	69	69			
FD80C3A5-101E-4925-99AB-E3C96A879CA2	3	Heeres MD, D Andrea	9B6F3897-53F0-40EE-BFBC-6DD4162618F8	338	149			
FD80C3A5-101E-4925-99AB-E3C96A879CA2	3	Heeres MD, D Andrea	086B0985-E4AD-43C1-9C22-88CFBE261E3F	80	4			
FD80C3A5-101E-4925-99AB-E3C96A879CA2	3	Heeres MD, D Andrea	61173E6E-083D-4F59-8097-921C8AD4A8F0	173	172			
FD80C3A5-101E-4925-99AB-E3C96A879CA2	3	Heeres MD, D Andrea	D03562F7-FF8A-405C-BCA9-94DEC092F33E	80	78			
FD80C3A5-101E-4925-99AB-E3C96A879CA2	3	Heeres MD, D Andrea	849E7DDB-8DDB-4175-982D-974EFAFB808F	368	24			
FD80C3A5-101E-4925-99AB-E3C96A879CA2	3	Heeres MD, D Andrea	IVD Antithrombotic Neuro	5	5			
FD80C3A5-101E-4925-99AB-E3C96A879CA2	3	Heeres MD, D Andrea	DDF1489B-C3F6-46C3-A403-B5F7D0C9E379	80	65			
FD80C3A5-101E-4925-99AB-E3C96A879CA2	3	Heeres MD, D Andrea	ED87A3EC-8929-4397-B1AB-B6E3460F63E7	187	175			
FD80C3A5-101E-4925-99AB-E3C96A879CA2	3	Heeres MD, D Andrea	6F3C49DB-F20A-40AE-846E-B79DE7343243	1	0			
FD80C3A5-101E-4925-99AB-E3C96A879CA2	3	Heeres MD, D Andrea	D06F1D7A-1E8A-4DAD-8ED0-B95ACFB2F2D4	69	69			
FD80C3A5-101E-4925-99AB-E3C96A879CA2	3	Heeres MD, D Andrea	11E825E0-F8A8-4BEB-8C9A-BD8F4EB33814	0	0			
FD80C3A5-101E-4925-99AB-E3C96A879CA2	3	Heeres MD, D Andrea	LDL Control	30	22			
FD80C3A5-101E-4925-99AB-E3C96A879CA2	3	Heeres MD, D Andrea	5A58F529-B673-4BC7-B686-CB9B3B755778	102	92			
FD80C3A5-101E-4925-99AB-E3C96A879CA2	3	Heeres MD, D Andrea	BD246D76-724D-4CB8-BC0A-D2AD73EB2801	192	126			
FD80C3A5-101E-4925-99AB-E3C96A879CA2	3	Heeres MD, D Andrea	HIV/AIDS	0	0			
54BB3EBA-F3F6-43C6-885B-7A492E63D96E	3	Hellmann DO, Sarah N	9B6F3897-53F0-40EE-BFBC-6DD4162618F8	16	0			
668FBD94-A7F3-4831-AC7F-56DE1275BC41	3	Henderson MD, David C	9B6F3897-53F0-40EE-BFBC-6DD4162618F8	24	13			
39D88D58-5BE5-42B0-B491-A76DB24AE87C	3	Henderson PAC, Shanna	9B6F3897-53F0-40EE-BFBC-6DD4162618F8	0	0			
6EB21744-E115-4CE1-A166-DB3EA027D37A	3	Herrera NP, Marisa A	CAD Antiplatelet	3	3			
6EB21744-E115-4CE1-A166-DB3EA027D37A	3	Herrera NP, Marisa A	CAD Lipid Lowering Drugs	4	3			
6EB21744-E115-4CE1-A166-DB3EA027D37A	3	Herrera NP, Marisa A	Lipid Testing	8	8			
6EB21744-E115-4CE1-A166-DB3EA027D37A	3	Herrera NP, Marisa A	Pneumonia Vaccination	10	3			
6EB21744-E115-4CE1-A166-DB3EA027D37A	3	Herrera NP, Marisa A	Depression	292	285			
6EB21744-E115-4CE1-A166-DB3EA027D37A	3	Herrera NP, Marisa A	92877B4E-A96E-45A4-8734-53D5A6100069	0	0			
6EB21744-E115-4CE1-A166-DB3EA027D37A	3	Herrera NP, Marisa A	B28AF571-9833-474D-8F35-5BC557C89BEE	4	3			
6EB21744-E115-4CE1-A166-DB3EA027D37A	3	Herrera NP, Marisa A	Lipid LT 100	0	0			
6EB21744-E115-4CE1-A166-DB3EA027D37A	3	Herrera NP, Marisa A	FD13C439-E2CC-4D4E-B5B2-67E8A976BB95	64	64			
6EB21744-E115-4CE1-A166-DB3EA027D37A	3	Herrera NP, Marisa A	9B6F3897-53F0-40EE-BFBC-6DD4162618F8	269	181			
6EB21744-E115-4CE1-A166-DB3EA027D37A	3	Herrera NP, Marisa A	086B0985-E4AD-43C1-9C22-88CFBE261E3F	68	8			
6EB21744-E115-4CE1-A166-DB3EA027D37A	3	Herrera NP, Marisa A	61173E6E-083D-4F59-8097-921C8AD4A8F0	56	56			
6EB21744-E115-4CE1-A166-DB3EA027D37A	3	Herrera NP, Marisa A	D03562F7-FF8A-405C-BCA9-94DEC092F33E	68	68			
6EB21744-E115-4CE1-A166-DB3EA027D37A	3	Herrera NP, Marisa A	849E7DDB-8DDB-4175-982D-974EFAFB808F	10	2			
6EB21744-E115-4CE1-A166-DB3EA027D37A	3	Herrera NP, Marisa A	IVD Antithrombotic Neuro	3	3			
6EB21744-E115-4CE1-A166-DB3EA027D37A	3	Herrera NP, Marisa A	DDF1489B-C3F6-46C3-A403-B5F7D0C9E379	68	15			
6EB21744-E115-4CE1-A166-DB3EA027D37A	3	Herrera NP, Marisa A	ED87A3EC-8929-4397-B1AB-B6E3460F63E7	68	26			
6EB21744-E115-4CE1-A166-DB3EA027D37A	3	Herrera NP, Marisa A	6F3C49DB-F20A-40AE-846E-B79DE7343243	6	0			
6EB21744-E115-4CE1-A166-DB3EA027D37A	3	Herrera NP, Marisa A	D06F1D7A-1E8A-4DAD-8ED0-B95ACFB2F2D4	64	64			
6EB21744-E115-4CE1-A166-DB3EA027D37A	3	Herrera NP, Marisa A	11E825E0-F8A8-4BEB-8C9A-BD8F4EB33814	0	0			
6EB21744-E115-4CE1-A166-DB3EA027D37A	3	Herrera NP, Marisa A	LDL Control	5	5			
6EB21744-E115-4CE1-A166-DB3EA027D37A	3	Herrera NP, Marisa A	5A58F529-B673-4BC7-B686-CB9B3B755778	35	25			
6EB21744-E115-4CE1-A166-DB3EA027D37A	3	Herrera NP, Marisa A	BD246D76-724D-4CB8-BC0A-D2AD73EB2801	183	141			
6EB21744-E115-4CE1-A166-DB3EA027D37A	3	Herrera NP, Marisa A	HIV/AIDS	1	0			
B828E093-4BFC-43D0-9A62-332953680EC9	3	Hess DO, Kevin	CAD Antiplatelet	0	0			
B828E093-4BFC-43D0-9A62-332953680EC9	3	Hess DO, Kevin	CAD Lipid Lowering Drugs	0	0			
B828E093-4BFC-43D0-9A62-332953680EC9	3	Hess DO, Kevin	Lipid Testing	0	0			
B828E093-4BFC-43D0-9A62-332953680EC9	3	Hess DO, Kevin	Pneumonia Vaccination	0	0			
B828E093-4BFC-43D0-9A62-332953680EC9	3	Hess DO, Kevin	Influenza	21	2			
B828E093-4BFC-43D0-9A62-332953680EC9	3	Hess DO, Kevin	Depression	13	0			
B828E093-4BFC-43D0-9A62-332953680EC9	3	Hess DO, Kevin	92877B4E-A96E-45A4-8734-53D5A6100069	0	0			
B828E093-4BFC-43D0-9A62-332953680EC9	3	Hess DO, Kevin	B28AF571-9833-474D-8F35-5BC557C89BEE	0	0			
B828E093-4BFC-43D0-9A62-332953680EC9	3	Hess DO, Kevin	Lipid LT 100	0	0			
B828E093-4BFC-43D0-9A62-332953680EC9	3	Hess DO, Kevin	FD13C439-E2CC-4D4E-B5B2-67E8A976BB95	0	0			
B828E093-4BFC-43D0-9A62-332953680EC9	3	Hess DO, Kevin	9B6F3897-53F0-40EE-BFBC-6DD4162618F8	7	0			
B828E093-4BFC-43D0-9A62-332953680EC9	3	Hess DO, Kevin	086B0985-E4AD-43C1-9C22-88CFBE261E3F	0	0			
B828E093-4BFC-43D0-9A62-332953680EC9	3	Hess DO, Kevin	61173E6E-083D-4F59-8097-921C8AD4A8F0	0	0			
B828E093-4BFC-43D0-9A62-332953680EC9	3	Hess DO, Kevin	D03562F7-FF8A-405C-BCA9-94DEC092F33E	0	0			
B828E093-4BFC-43D0-9A62-332953680EC9	3	Hess DO, Kevin	849E7DDB-8DDB-4175-982D-974EFAFB808F	0	0			
B828E093-4BFC-43D0-9A62-332953680EC9	3	Hess DO, Kevin	IVD Antithrombotic Neuro	0	0			
B828E093-4BFC-43D0-9A62-332953680EC9	3	Hess DO, Kevin	DDF1489B-C3F6-46C3-A403-B5F7D0C9E379	0	0			
B828E093-4BFC-43D0-9A62-332953680EC9	3	Hess DO, Kevin	ED87A3EC-8929-4397-B1AB-B6E3460F63E7	0	0			
B828E093-4BFC-43D0-9A62-332953680EC9	3	Hess DO, Kevin	6F3C49DB-F20A-40AE-846E-B79DE7343243	1	0			
B828E093-4BFC-43D0-9A62-332953680EC9	3	Hess DO, Kevin	D06F1D7A-1E8A-4DAD-8ED0-B95ACFB2F2D4	0	0			
B828E093-4BFC-43D0-9A62-332953680EC9	3	Hess DO, Kevin	11E825E0-F8A8-4BEB-8C9A-BD8F4EB33814	0	0			
B828E093-4BFC-43D0-9A62-332953680EC9	3	Hess DO, Kevin	LDL Control	0	0			
B828E093-4BFC-43D0-9A62-332953680EC9	3	Hess DO, Kevin	5A58F529-B673-4BC7-B686-CB9B3B755778	0	0			
B828E093-4BFC-43D0-9A62-332953680EC9	3	Hess DO, Kevin	BD246D76-724D-4CB8-BC0A-D2AD73EB2801	11	1			
B828E093-4BFC-43D0-9A62-332953680EC9	3	Hess DO, Kevin	HIV/AIDS	0	0			
B828E093-4BFC-43D0-9A62-332953680EC9	3	Hess DO, Kevin	F1670A16-6D8A-4B33-9EC7-E62382F5031B	0	0			
B828E093-4BFC-43D0-9A62-332953680EC9	3	Hess DO, Kevin	2F3C6ED6-D3DB-498F-B881-ED9A3A66E476	0	0			
B828E093-4BFC-43D0-9A62-332953680EC9	3	Hess DO, Kevin	BD709062-B9D6-406F-BCED-FD892B81ED6E	0	0			
B828E093-4BFC-43D0-9A62-332953680EC9	3	Hess DO, Kevin	Chlamydia Screening	0	0			
8DBCF489-8F4B-4EFB-8696-BF5BE45CB595	3	Hess MD, Jeffrey	9B6F3897-53F0-40EE-BFBC-6DD4162618F8	0	0			
7499AAEF-0605-4DFB-9C05-31B34C8F8D13	3	Hildwein DO, Antoinette M	CAD Antiplatelet	3	2			
7499AAEF-0605-4DFB-9C05-31B34C8F8D13	3	Hildwein DO, Antoinette M	CAD Lipid Lowering Drugs	6	2			
7499AAEF-0605-4DFB-9C05-31B34C8F8D13	3	Hildwein DO, Antoinette M	Lipid Testing	42	42			
7499AAEF-0605-4DFB-9C05-31B34C8F8D13	3	Hildwein DO, Antoinette M	Pneumonia Vaccination	10	6			
7499AAEF-0605-4DFB-9C05-31B34C8F8D13	3	Hildwein DO, Antoinette M	Influenza	681	315			
7499AAEF-0605-4DFB-9C05-31B34C8F8D13	3	Hildwein DO, Antoinette M	Depression	689	663			
7499AAEF-0605-4DFB-9C05-31B34C8F8D13	3	Hildwein DO, Antoinette M	92877B4E-A96E-45A4-8734-53D5A6100069	0	0			
7499AAEF-0605-4DFB-9C05-31B34C8F8D13	3	Hildwein DO, Antoinette M	B28AF571-9833-474D-8F35-5BC557C89BEE	11	9			
7499AAEF-0605-4DFB-9C05-31B34C8F8D13	3	Hildwein DO, Antoinette M	Lipid LT 100	356	140			
7499AAEF-0605-4DFB-9C05-31B34C8F8D13	3	Hildwein DO, Antoinette M	FD13C439-E2CC-4D4E-B5B2-67E8A976BB95	49	49			
7499AAEF-0605-4DFB-9C05-31B34C8F8D13	3	Hildwein DO, Antoinette M	9B6F3897-53F0-40EE-BFBC-6DD4162618F8	620	365			
7499AAEF-0605-4DFB-9C05-31B34C8F8D13	3	Hildwein DO, Antoinette M	086B0985-E4AD-43C1-9C22-88CFBE261E3F	58	2			
7499AAEF-0605-4DFB-9C05-31B34C8F8D13	3	Hildwein DO, Antoinette M	61173E6E-083D-4F59-8097-921C8AD4A8F0	155	155			
7499AAEF-0605-4DFB-9C05-31B34C8F8D13	3	Hildwein DO, Antoinette M	D03562F7-FF8A-405C-BCA9-94DEC092F33E	58	58			
7499AAEF-0605-4DFB-9C05-31B34C8F8D13	3	Hildwein DO, Antoinette M	849E7DDB-8DDB-4175-982D-974EFAFB808F	61	8			
7499AAEF-0605-4DFB-9C05-31B34C8F8D13	3	Hildwein DO, Antoinette M	IVD Antithrombotic Neuro	5	5			
7499AAEF-0605-4DFB-9C05-31B34C8F8D13	3	Hildwein DO, Antoinette M	DDF1489B-C3F6-46C3-A403-B5F7D0C9E379	58	50			
7499AAEF-0605-4DFB-9C05-31B34C8F8D13	3	Hildwein DO, Antoinette M	ED87A3EC-8929-4397-B1AB-B6E3460F63E7	252	192			
7499AAEF-0605-4DFB-9C05-31B34C8F8D13	3	Hildwein DO, Antoinette M	6F3C49DB-F20A-40AE-846E-B79DE7343243	2	0			
7499AAEF-0605-4DFB-9C05-31B34C8F8D13	3	Hildwein DO, Antoinette M	D06F1D7A-1E8A-4DAD-8ED0-B95ACFB2F2D4	49	48			
7499AAEF-0605-4DFB-9C05-31B34C8F8D13	3	Hildwein DO, Antoinette M	11E825E0-F8A8-4BEB-8C9A-BD8F4EB33814	0	0			
7499AAEF-0605-4DFB-9C05-31B34C8F8D13	3	Hildwein DO, Antoinette M	LDL Control	20	0			
7499AAEF-0605-4DFB-9C05-31B34C8F8D13	3	Hildwein DO, Antoinette M	5A58F529-B673-4BC7-B686-CB9B3B755778	187	164			
7499AAEF-0605-4DFB-9C05-31B34C8F8D13	3	Hildwein DO, Antoinette M	BD246D76-724D-4CB8-BC0A-D2AD73EB2801	482	373			
7499AAEF-0605-4DFB-9C05-31B34C8F8D13	3	Hildwein DO, Antoinette M	HIV/AIDS	0	0			
7499AAEF-0605-4DFB-9C05-31B34C8F8D13	3	Hildwein DO, Antoinette M	F1670A16-6D8A-4B33-9EC7-E62382F5031B	5	5			
4FE73DEC-05DD-4AAC-93AB-6A0BD41496FC	3	Hill MD , Thomas J	9B6F3897-53F0-40EE-BFBC-6DD4162618F8	55	0			
B8CCF73E-DCC3-425F-BDB8-E818526F9F20	3	Hillman DO, Krista J	9B6F3897-53F0-40EE-BFBC-6DD4162618F8	262	167			
7C5E6602-3543-4E23-ABA1-F80C5D76B5D8	3	Hilts DO, Thomas E	CAD Antiplatelet	0	0			
7C5E6602-3543-4E23-ABA1-F80C5D76B5D8	3	Hilts DO, Thomas E	CAD Lipid Lowering Drugs	0	0			
7C5E6602-3543-4E23-ABA1-F80C5D76B5D8	3	Hilts DO, Thomas E	Lipid Testing	3	3			
7C5E6602-3543-4E23-ABA1-F80C5D76B5D8	3	Hilts DO, Thomas E	Pneumonia Vaccination	3	1			
7C5E6602-3543-4E23-ABA1-F80C5D76B5D8	3	Hilts DO, Thomas E	Depression	44	0			
7C5E6602-3543-4E23-ABA1-F80C5D76B5D8	3	Hilts DO, Thomas E	92877B4E-A96E-45A4-8734-53D5A6100069	0	0			
7C5E6602-3543-4E23-ABA1-F80C5D76B5D8	3	Hilts DO, Thomas E	B28AF571-9833-474D-8F35-5BC557C89BEE	0	0			
7C5E6602-3543-4E23-ABA1-F80C5D76B5D8	3	Hilts DO, Thomas E	Lipid LT 100	0	0			
7C5E6602-3543-4E23-ABA1-F80C5D76B5D8	3	Hilts DO, Thomas E	FD13C439-E2CC-4D4E-B5B2-67E8A976BB95	0	0			
7C5E6602-3543-4E23-ABA1-F80C5D76B5D8	3	Hilts DO, Thomas E	9B6F3897-53F0-40EE-BFBC-6DD4162618F8	41	0			
7C5E6602-3543-4E23-ABA1-F80C5D76B5D8	3	Hilts DO, Thomas E	086B0985-E4AD-43C1-9C22-88CFBE261E3F	2	1			
7C5E6602-3543-4E23-ABA1-F80C5D76B5D8	3	Hilts DO, Thomas E	61173E6E-083D-4F59-8097-921C8AD4A8F0	0	0			
7C5E6602-3543-4E23-ABA1-F80C5D76B5D8	3	Hilts DO, Thomas E	D03562F7-FF8A-405C-BCA9-94DEC092F33E	2	2			
7C5E6602-3543-4E23-ABA1-F80C5D76B5D8	3	Hilts DO, Thomas E	849E7DDB-8DDB-4175-982D-974EFAFB808F	3	0			
7C5E6602-3543-4E23-ABA1-F80C5D76B5D8	3	Hilts DO, Thomas E	IVD Antithrombotic Neuro	0	0			
7C5E6602-3543-4E23-ABA1-F80C5D76B5D8	3	Hilts DO, Thomas E	DDF1489B-C3F6-46C3-A403-B5F7D0C9E379	2	0			
7C5E6602-3543-4E23-ABA1-F80C5D76B5D8	3	Hilts DO, Thomas E	ED87A3EC-8929-4397-B1AB-B6E3460F63E7	15	10			
7C5E6602-3543-4E23-ABA1-F80C5D76B5D8	3	Hilts DO, Thomas E	6F3C49DB-F20A-40AE-846E-B79DE7343243	0	0			
7C5E6602-3543-4E23-ABA1-F80C5D76B5D8	3	Hilts DO, Thomas E	D06F1D7A-1E8A-4DAD-8ED0-B95ACFB2F2D4	0	0			
7C5E6602-3543-4E23-ABA1-F80C5D76B5D8	3	Hilts DO, Thomas E	11E825E0-F8A8-4BEB-8C9A-BD8F4EB33814	0	0			
7C5E6602-3543-4E23-ABA1-F80C5D76B5D8	3	Hilts DO, Thomas E	LDL Control	0	0			
7C5E6602-3543-4E23-ABA1-F80C5D76B5D8	3	Hilts DO, Thomas E	5A58F529-B673-4BC7-B686-CB9B3B755778	6	5			
7C5E6602-3543-4E23-ABA1-F80C5D76B5D8	3	Hilts DO, Thomas E	BD246D76-724D-4CB8-BC0A-D2AD73EB2801	27	16			
7C5E6602-3543-4E23-ABA1-F80C5D76B5D8	3	Hilts DO, Thomas E	HIV/AIDS	0	0			
8AB41E08-A78C-4B45-AFC0-77A5755EF9B7	3	Hinkelman MD, Levi	9B6F3897-53F0-40EE-BFBC-6DD4162618F8	0	0			
7C7D95F2-6C22-4748-B488-EF9A83FC0EF3	3	Hissom Jr  MD , Byron Rolf	9B6F3897-53F0-40EE-BFBC-6DD4162618F8	0	0			
428ACB1E-32D1-4550-AF32-7F3E75874DA8	3	Hoffius MD, David	CAD Antiplatelet	7	5			
428ACB1E-32D1-4550-AF32-7F3E75874DA8	3	Hoffius MD, David	CAD Lipid Lowering Drugs	17	1			
428ACB1E-32D1-4550-AF32-7F3E75874DA8	3	Hoffius MD, David	Lipid Testing	93	89			
428ACB1E-32D1-4550-AF32-7F3E75874DA8	3	Hoffius MD, David	Pneumonia Vaccination	28	9			
428ACB1E-32D1-4550-AF32-7F3E75874DA8	3	Hoffius MD, David	Depression	996	911			
428ACB1E-32D1-4550-AF32-7F3E75874DA8	3	Hoffius MD, David	92877B4E-A96E-45A4-8734-53D5A6100069	0	0			
428ACB1E-32D1-4550-AF32-7F3E75874DA8	3	Hoffius MD, David	B28AF571-9833-474D-8F35-5BC557C89BEE	23	19			
428ACB1E-32D1-4550-AF32-7F3E75874DA8	3	Hoffius MD, David	Lipid LT 100	0	0			
428ACB1E-32D1-4550-AF32-7F3E75874DA8	3	Hoffius MD, David	FD13C439-E2CC-4D4E-B5B2-67E8A976BB95	101	101			
428ACB1E-32D1-4550-AF32-7F3E75874DA8	3	Hoffius MD, David	9B6F3897-53F0-40EE-BFBC-6DD4162618F8	979	561			
428ACB1E-32D1-4550-AF32-7F3E75874DA8	3	Hoffius MD, David	086B0985-E4AD-43C1-9C22-88CFBE261E3F	106	9			
428ACB1E-32D1-4550-AF32-7F3E75874DA8	3	Hoffius MD, David	61173E6E-083D-4F59-8097-921C8AD4A8F0	267	266			
428ACB1E-32D1-4550-AF32-7F3E75874DA8	3	Hoffius MD, David	D03562F7-FF8A-405C-BCA9-94DEC092F33E	105	104			
428ACB1E-32D1-4550-AF32-7F3E75874DA8	3	Hoffius MD, David	849E7DDB-8DDB-4175-982D-974EFAFB808F	159	1			
428ACB1E-32D1-4550-AF32-7F3E75874DA8	3	Hoffius MD, David	IVD Antithrombotic Neuro	10	9			
428ACB1E-32D1-4550-AF32-7F3E75874DA8	3	Hoffius MD, David	DDF1489B-C3F6-46C3-A403-B5F7D0C9E379	106	89			
428ACB1E-32D1-4550-AF32-7F3E75874DA8	3	Hoffius MD, David	ED87A3EC-8929-4397-B1AB-B6E3460F63E7	499	269			
428ACB1E-32D1-4550-AF32-7F3E75874DA8	3	Hoffius MD, David	6F3C49DB-F20A-40AE-846E-B79DE7343243	12	0			
428ACB1E-32D1-4550-AF32-7F3E75874DA8	3	Hoffius MD, David	D06F1D7A-1E8A-4DAD-8ED0-B95ACFB2F2D4	101	100			
428ACB1E-32D1-4550-AF32-7F3E75874DA8	3	Hoffius MD, David	11E825E0-F8A8-4BEB-8C9A-BD8F4EB33814	0	0			
428ACB1E-32D1-4550-AF32-7F3E75874DA8	3	Hoffius MD, David	LDL Control	76	61			
428ACB1E-32D1-4550-AF32-7F3E75874DA8	3	Hoffius MD, David	5A58F529-B673-4BC7-B686-CB9B3B755778	242	176			
428ACB1E-32D1-4550-AF32-7F3E75874DA8	3	Hoffius MD, David	BD246D76-724D-4CB8-BC0A-D2AD73EB2801	444	270			
428ACB1E-32D1-4550-AF32-7F3E75874DA8	3	Hoffius MD, David	HIV/AIDS	0	0			
428ACB1E-32D1-4550-AF32-7F3E75874DA8	3	Hoffius MD, David	F1670A16-6D8A-4B33-9EC7-E62382F5031B	9	8			
0E973907-C8F3-46CF-BA61-9B3DA7F29506	3	Holman DO, Roger	9B6F3897-53F0-40EE-BFBC-6DD4162618F8	317	0			
DC7B8DBB-A397-4192-9476-B7948C5FD178	3	Holt MD, Natasha L	9B6F3897-53F0-40EE-BFBC-6DD4162618F8	8	4			
3758B1E8-AF97-45C7-95A8-B4EF500641F6	3	Holwerda NP, Teri L	9B6F3897-53F0-40EE-BFBC-6DD4162618F8	342	0			
F5511D9E-7EA7-48D0-883E-515C8810B286	3	Holzgen DO, Sara	9B6F3897-53F0-40EE-BFBC-6DD4162618F8	169	100			
EB68E85D-3810-4195-BC7F-FDF7CA2B4240	3	Hong MD, Melina	9B6F3897-53F0-40EE-BFBC-6DD4162618F8	15	7			
C831EA15-78B1-4611-8D7F-9B43BB181398	3	Hoogterp DO, Angela A	9B6F3897-53F0-40EE-BFBC-6DD4162618F8	185	0			
1830C252-66D1-472C-8C0F-C4E2845C9C30	3	Hoskins MD, Ebony	9B6F3897-53F0-40EE-BFBC-6DD4162618F8	167	0			
808DE63A-2A19-4C90-BAB0-DC106B296AF9	3	Hostetler CNP, Janet	9B6F3897-53F0-40EE-BFBC-6DD4162618F8	366	0			
7C3672B7-4108-40A3-BD00-4C0E447C6BB9	3	Hoving PAC, Laura A	9B6F3897-53F0-40EE-BFBC-6DD4162618F8	708	439			
8DF6EE52-ECEE-455B-BCE9-73F86FE7F6F5	3	Hudson MD, James D	CAD Antiplatelet	1	0			
8DF6EE52-ECEE-455B-BCE9-73F86FE7F6F5	3	Hudson MD, James D	CAD Lipid Lowering Drugs	1	1			
8DF6EE52-ECEE-455B-BCE9-73F86FE7F6F5	3	Hudson MD, James D	Lipid Testing	11	9			
8DF6EE52-ECEE-455B-BCE9-73F86FE7F6F5	3	Hudson MD, James D	Pneumonia Vaccination	1	1			
8DF6EE52-ECEE-455B-BCE9-73F86FE7F6F5	3	Hudson MD, James D	Depression	127	119			
8DF6EE52-ECEE-455B-BCE9-73F86FE7F6F5	3	Hudson MD, James D	92877B4E-A96E-45A4-8734-53D5A6100069	0	0			
